ordinal	view	build	shoulderHip	waist	evidence
0	detail	?	?	?	Shoulderless trouser product crop; no complete upper ensemble.
1	detail	?	?	?	Repeated shoulderless trouser product crop.
2	partial	1.5	?	?	Black suit with white shirt and narrow black tie; structured jacket and hand in pocket conceal contours, legs cropped.
3	reject	?	?	?	Repeated black suit ensemble from ordinal 2 in turned pose.
4	detail	?	?	?	Shoulderless grey trouser and navy tee crop.
5	detail	?	?	?	Repeated shoulderless grey trouser product view.
6	full	1.5	0	?	Enlarged: fitted brown button cardigan, black flared trousers and blue heeled sandals; roughly balanced shoulder and hip span, cardigan hem and drape obscure waist indentation.
7	back	?	?	?	Rear view of cardigan and trousers.
8	full	1.5	?	?	Blue crew knit, dark trousers and casual sneakers; crossed bent leg, turned upper torso and hand in pocket obscure balance and waist.
9	back	?	?	?	Rear view of blue knit and trousers.
10	full	1.5	?	?	Enlarged: burgundy crew knit tucked into grey flared trousers with flat shoes; arms pulled behind torso and asymmetrical hip shift obscure reliable proportional axes.
11	reject	?	?	?	Repeated burgundy knit and grey trouser ensemble from ordinal 10.
12	detail	?	?	?	Close upper torso crop; full skirt-led ensemble at ordinal 13.
13	full	1.5	?	?	Dark fitted crew knit, blue A-line knee skirt and patterned flats; skirt conceals hip boundary and tucked waistband shapes waist.
14	reject	?	?	?	Cropped repeat of plum knit and wide trouser ensemble shown fully at ordinal 15.
15	full	2	?	?	Plum crew knit, burgundy wide trousers and brown ankle boots; turned torso and loose trouser silhouette obscure axes.
16	reject	?	?	?	Enlarged: cropped black knit and trouser ensemble repeated at full length in ordinal 17; crossed hands obscure waist.
17	full	2	?	?	Black fitted knit and cropped wide trousers with low heeled sandals, necklace and handbag; side angle and bag obscure frontal contours.
18	reject	?	?	?	Blue collared shirt and trouser ensemble repeats prior Twillory admission with minor color variation.
19	detail	?	?	?	Folded blue shirt only; no wearer.
20	partial	1.5	?	?	Pale collared shirt, grey sweater tied over shoulders and black trousers; added draped layer distinguishes ensemble, hands and sweater obscure axes.
21	detail	?	?	?	Textile close-up only.
22	reject	?	?	?	Enlarged: tucked rose collared shirt and dark trousers repeat prior collared basic ensemble with minor color and accessory change.
23	detail	?	?	?	Folded rose shirt only; no wearer.
24	reject	?	?	?	Blue contrast-trim knit polo and black trousers repeat green variant at ordinal 26; retain the more frontal view only.
25	detail	?	?	?	Blue textile close-up only.
26	partial	1.5	1	?	Enlarged: green contrast-trim open-neck knit polo and black trousers; frontal shoulder span visibly exceeds hips, loose straight knit hem conceals waist indentation.
27	reject	?	?	?	Seated repeated green contrast-trim polo ensemble from ordinal 26.
28	detail	?	?	?	Shoulderless shorts-focused crop.
29	back	?	?	?	Rear cropped shorts detail.
