ordinal	view	build	shoulderHip	waist	evidence
0	full	?	?	?	oversized graphic tee wide denim. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
1	reject	?	?	?	two foreground models. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
2	full	1.5	?	?	floral sleeveless crop white flared trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
3	full	2	?	?	pink white flared dress. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
4	full	?	?	?	colourful oversized shirt red trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
5	full	1.5	?	?	floral top flared patterned mini. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
6	full	1.5	?	?	tailored vest black ruffled mini. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
7	reject	?	?	?	two foreground models. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
8	full	?	?	?	turquoise tee purple mini zebra flares. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
9	full	?	?	?	loose black tee yellow black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
10	full	?	?	?	graphic top tartan midi. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
11	full	?	?	?	colourful shirt wide green trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
12	full	1.5	?	?	brown striped mini dress. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
13	full	?	?	?	checked tunic blue sport trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
14	full	2	?	?	pale lavender ruffled mini. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
15	reject	?	?	?	two foreground models. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
16	full	1.5	?	?	draped black dress red heels. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
17	full	1.5	?	?	striped tank grey cropped trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
18	full	1.5	?	?	black zip mini fishnets. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
19	full	2	?	1	leopard crop top denim shorts white heels. Enlarged original: visible waist supports moderate indentation; leaning torso and raised arm prevent a reliable shoulder/hip comparison.
20	reject	?	?	?	two foreground models. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
21	full	?	?	?	pastel oversized tee wide pink trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
22	full	1.5	?	?	floral open shirt black crop tank loose trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
23	full	1.5	?	?	leopard high neck top long skirt. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
24	full	?	?	?	draped black top wide black shorts. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
25	full	1.5	?	?	white blouse scarf black flares blue heels. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
26	full	1.5	?	?	floral crop top midi heels. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
27	full	?	?	?	navy shirt wide black grey trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
28	full	?	?	?	oversized graphic tee olive cropped trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
29	full	1.5	?	?	oversized asymmetric black top mini red garter. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
30	full	1.5	?	?	patterned shirt short bottoms platforms high headpiece. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
31	full	1.5	?	?	lace blouse black flared trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
32	full	1.5	?	?	black tank black shorts boots. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
33	full	?	?	?	floral coat dress layer wide trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
34	full	?	?	?	sleeveless tie dye top wide black trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
35	full	2	?	?	white off shoulder crop black cargo trousers. Shoulder/hip balance and waist remain unknown: clothing volume, layers, crop or pose prevent a reliable contour judgment.
