ordinal	view	build	shoulderHip	waist	evidence
0	partial	2	?	?	Blue checked collared shirt with dark jeans; enlarged original supports moderate apparent build, but untucked hem and pocket pose conceal hip and waist boundaries.
1	detail	?	?	?	Close crop of shirt collar and fabric, no outfit.
2	partial	2	?	?	Plain blue collared shirt with tan trousers; moderate torso and forearms visible in enlarged original, angled stance and hands over loose shirt conceal contour axes.
3	detail	?	?	?	Close crop of collar and fabric, no outfit.
4	reject	?	?	?	Checked shirt and tan trousers repeat the collared casual styling at 0 and 2 with a colorway change.
5	detail	?	?	?	Collar and chest fabric crop.
6	reject	?	?	?	Pale checked shirt and tan trousers repeat the earlier checked collared ensemble.
7	detail	?	?	?	Collar and fabric closeup.
8	reject	?	?	?	Dark checked shirt with tan trousers repeats the earlier collared shirt styling and stance.
9	detail	?	?	?	Collar and chest detail, no outfit.
10	reject	?	?	?	Blue checked collared shirt and dark trousers repeat the ensemble at 0.
11	detail	?	?	?	Collar and fabric detail, no outfit.
12	partial	2	?	?	Green scoop tee with gray utility trousers; moderate visible arms and torso, enlarged original confirms loose hem and trouser volume obscure waist and hips. Neutral styling.
13	back	?	?	?	Rear view of green tee and trousers.
14	full	2	?	?	Black sleeveless gathered-waist midi dress with flat sandals; moderate arms, hands at waist and flared skirt prevent independent contour judgments.
15	back	?	?	?	Rear view of the black midi dress.
16	full	1.5	?	?	Black V-neck tiered midi dress with sandals; lean arms and calves, gathered waist and tiered skirt conceal underlying contours. Different dress construction from 14.
17	back	?	?	?	Rear view of tiered dress with skirt pulled outward.
18	full	1.5	?	?	Beige cropped open cardigan over black wide cropped trousers and tan clogs; lean limbs, side stance and loose layers conceal torso contours. Neutral ensemble.
19	back	?	?	?	Rear view of cardigan and trousers.
20	full	1.5	?	?	Plum collared cardigan and knee-length skirt with tall tan heeled boots; lean visible limbs, hands over torso and skirt obscure contour axes.
21	back	?	?	?	Rear view of plum skirt ensemble.
22	full	2	?	?	Black fitted cardigan with plum midi skirt and loafers; enlarged original supports moderate build, while flared skirt and angled stance hide hip boundary and waist comparison.
23	back	?	?	?	Rear view of black cardigan and plum skirt.
