ordinal	view	build	shoulderHip	waist	evidence
0	detail	?	?	?	Flat green zip hoodie; no wearer.
1	seated	1.5	?	?	Green hoodie and dark jeans with boots; seated crossed legs and loose layer obscure contours.
2	detail	?	?	?	Flat brown zip hoodie; no wearer.
3	partial	1.5	?	?	Brown open hoodie with striped top and jeans; thigh crop and pocket hand obscure waist and hip outline.
4	detail	?	?	?	Flat green crewneck; no wearer.
5	full	1.5	?	?	Green crewneck with rolled dark trousers and shoes; bent raised leg and loose sweater obscure proportions.
6	detail	?	?	?	Flat dark crewneck; no wearer.
7	reject	?	?	?	Repeated basic crewneck and dark trouser ensemble in another colorway; excluded from breadth count.
8	detail	?	?	?	Flat brown crewneck; no wearer.
9	detail	?	?	?	Chest-only brown crewneck portrait; outfit and lower torso unavailable.
10	detail	?	?	?	Flat brown long-sleeve tee; no wearer.
11	full	1.5	?	?	Brown long-sleeve tee with dark rolled jeans and tan lace-up shoes; asymmetric pocket-hand stance conceals waist and hip balance.
