ordinal	view	build	shoulderHip	waist	evidence
0	partial	2	?	?	Blue polo, crossed hands obscure waist.
1	detail	?	?	?	Hem detail.
2	partial	2	?	?	Navy cardigan over checked shirt; knit layers obscure contours.
3	back	?	?	?	Rear cardigan.
4	partial	2	?	?	Navy long-sleeve tee; bent torso and arm obscure waist.
5	back	?	?	?	Rear tee.
6	partial	1.5	?	?	Navy work jacket; jacket and hands hide contours.
7	back	?	?	?	Rear jacket.
8	partial	1.5	0	1	Pale blue fitted shirt with grey trousers; enlarged review shows approximately balanced widths and mild waist taper.
9	back	?	?	?	Rear shirt.
10	reject	?	?	?	White colorway repeats 8.
11	back	?	?	?	Rear white shirt.
12	reject	?	?	?	Black colorway repeats fitted shirt ensemble.
13	back	?	?	?	Rear black shirt.
14	detail	?	?	?	Shorts crop without shoulders.
15	back	?	?	?	Rear shorts crop.
16	detail	?	?	?	Shorts crop without shoulders.
17	back	?	?	?	Rear shorts crop.
18	detail	?	?	?	Shorts crop without shoulders.
19	back	?	?	?	Rear shorts crop.
20	detail	?	?	?	Shorts crop without shoulders.
21	back	?	?	?	Rear shorts crop.
22	partial	2	1	?	Pale striped polo and light trousers; shoulders broader, enlarged review shows draped hem obscuring waist.
23	back	?	?	?	Rear polo.
24	reject	?	?	?	White polo repeats polo styling.
25	back	?	?	?	Rear polo.
26	detail	?	?	?	Trouser crop.
27	back	?	?	?	Rear trouser crop.
28	detail	?	?	?	Jeans crop.
29	back	?	?	?	Rear jeans crop.
30	partial	2	1	?	Blue patterned polo and black trousers; shoulders broader, enlarged review shows draped hem obscuring waist.
31	back	?	?	?	Rear polo.
32	partial	1.5	?	?	Short sleeve pale shirt and beige trousers; shirt hem conceals waist.
33	back	?	?	?	Rear shirt.
34	reject	?	?	?	Lilac variant repeats short sleeve shirt ensemble.
35	back	?	?	?	Rear shirt.
36	reject	?	?	?	Blue variant repeats short sleeve shirt ensemble.
37	back	?	?	?	Rear shirt.
38	partial	1.5	?	?	Green checked shirt and black trousers; shirt hem hides indentation.
39	back	?	?	?	Rear checked shirt.
40	detail	?	?	?	Cropped jeans.
41	back	?	?	?	Rear jeans crop.
42	detail	?	?	?	Cropped trousers.
43	back	?	?	?	Rear trousers crop.
44	detail	?	?	?	Cropped trousers.
45	back	?	?	?	Rear trousers crop.
46	detail	?	?	?	Cropped shorts.
47	back	?	?	?	Rear shorts crop.
48	detail	?	?	?	Cropped shorts.
49	back	?	?	?	Rear shorts crop.
50	partial	1.5	?	?	Taupe zip hoodie and dark pants; hoodie hides waist.
51	back	?	?	?	Rear hoodie.
52	detail	?	?	?	Cropped joggers.
53	back	?	?	?	Rear joggers crop.
54	detail	?	?	?	Cropped joggers.
55	back	?	?	?	Rear joggers crop.
56	detail	?	?	?	Cropped shorts.
57	back	?	?	?	Rear shorts crop.
58	detail	?	?	?	Cropped shorts.
59	back	?	?	?	Rear shorts crop.
60	reject	?	?	?	Green hoodie scene has uncertain photographic authenticity; excluded pending verification.
61	detail	?	?	?	Cropped blue trousers.
62	back	?	?	?	Rear trousers crop.
63	reject	?	?	?	Grey sweater scene has uncertain photographic authenticity; excluded pending verification.
64	back	?	?	?	Rear grey sweater scene.
65	reject	?	?	?	Grey sweater street scene has uncertain photographic authenticity; excluded pending verification.
66	full	2	1	1	Black fitted tee and blue trousers; shoulders wider than hips, mild waist taper.
67	back	?	?	?	Rear tee and trousers.
68	reject	?	?	?	Grey tee walking scene has uncertain photographic authenticity; excluded pending verification.
69	detail	?	?	?	Cropped sweatpants.
70	partial	2	?	?	Blue fitted tee and grey sweats; clasped hands hide waist and angle limits shoulder comparison.
71	reject	?	?	?	White shirt walking scene has uncertain photographic authenticity; excluded pending verification.
72	partial	1.5	?	?	Cream lace-shoulder blouse and denim; flared blouse hides waist and hips.
73	back	?	?	?	Rear blouse.
74	reject	?	?	?	Apparent synthetic promotional scene; not a verified original outfit photograph.
75	reject	?	?	?	Apparent synthetic promotional scene; not a verified original outfit photograph.
76	reject	?	?	?	Apparent blank garment mockup; authenticity uncertain.
77	detail	?	?	?	Flat hoodie.
78	reject	?	?	?	Apparent synthetic hoodie scene.
79	reject	?	?	?	Apparent synthetic hoodie scene.
80	reject	?	?	?	Apparent synthetic hoodie scene.
81	reject	?	?	?	Apparent blank garment mockup; authenticity uncertain.
82	reject	?	?	?	Apparent blank garment mockup; authenticity uncertain.
83	reject	?	?	?	Apparent synthetic street scene.
84	detail	?	?	?	Fabric detail.
85	reject	?	?	?	Apparent synthetic park scene.
86	reject	?	?	?	Apparent synthetic walking scene.
87	detail	?	?	?	Folded jeans.
88	detail	?	?	?	Jeans crop without shoulders.
89	reject	?	?	?	Apparent blank garment mockup; authenticity uncertain.
90	reject	?	?	?	Apparent blank garment mockup; authenticity uncertain.
91	reject	?	?	?	Apparent synthetic walking scene.
92	reject	?	?	?	Promotional jacket mockup; authenticity uncertain.
93	reject	?	?	?	Promotional jacket mockup; authenticity uncertain.
94	reject	?	?	?	Apparent synthetic interior scene.
95	detail	?	?	?	Lounge pants crop.
96	detail	?	?	?	Lounge pants crop.
97	reject	?	?	?	Apparent synthetic interior scene.
98	reject	?	?	?	Apparent synthetic interior scene.
99	detail	?	?	?	Jeans crop.
100	back	?	?	?	Rear jeans crop.
101	reject	?	?	?	Apparent synthetic resort scene.
102	full	1.5	?	?	Printed short sleeve shirt and grey shorts; bent torso and draped hem obscure contours.
103	detail	?	?	?	Shorts crop.
104	reject	?	?	?	Closer version of fitted striped outfit at 105.
105	full	2	1	1	Green striped fitted shirt and black trousers; shoulders broader, mild waist taper.
106	reject	?	?	?	Closer version of outfit at 107.
107	full	2	1	1	Blue striped shirt and white trousers; shoulders broader and mild waist taper.
108	partial	2.5	1	1	Fitted checked shirt and black trousers; broad shoulders and mild waist taper visible.
109	reject	?	?	?	Clasped-hands repeat of checked shirt outfit.
110	partial	2.5	?	?	Beige knit hoodie and black trousers; clasped hands obscure waist.
111	reject	?	?	?	Crossed-arms repeat of knit hoodie outfit.
112	partial	2	?	?	Black formal coat with shirt and tie; structure hides body contours.
113	back	?	?	?	Rear formal coat.
114	partial	2.5	1	1	Fitted pale striped shirt and navy trousers; shoulders broader, mild waist taper.
115	reject	?	?	?	Side repeat of striped shirt outfit.
116	full	2	?	?	Light checked suit with white shirt; tailoring obscures body shape.
117	back	?	?	?	Rear checked suit.
118	partial	2	1	1	Blue tucked shirt, orange belt and dark trousers; shoulders broader with visible waist taper.
119	reject	?	?	?	Side repeat of blue shirt outfit.
120	reject	?	?	?	Dark shirt colorway repeats tucked shirt ensemble.
121	reject	?	?	?	Side repeat of dark shirt ensemble.
122	reject	?	?	?	Cuff-adjusting repeat of outfit at 123.
123	full	2	1	1	Checked fitted shirt with navy trousers and tan shoes; shoulders wider, moderate waist taper.
124	detail	?	?	?	Trouser crop.
125	detail	?	?	?	Trouser crop.
126	detail	?	?	?	Trouser crop.
127	detail	?	?	?	Trouser crop.
128	reject	?	?	?	Closer white tuxedo view; full ensemble retained at 129.
129	full	2.5	?	?	White tuxedo and black bow tie; suit structure hides body axes.
